data:text/csv;charset=utf-8,"sep=,"
Game ID, Name, Image, Year Published, Price, Artists, Designers, Primary Family, Other Families, Categories, Mechanics, BGG Rating, User Rating, Complexity, Language Level, Play Time, Minimum Age, Recommended Min Age, Minimum Players, Maximum Players, Minimum Players (Base Game), Maximum Players (Base Game), Best with x Number of Players, Recommended with x Number of Players, Number of Plays, BGG Rank, Owners, Type
264396,"Bunny Kingdom: In the Sky","https://cf.geekdo-images.com/j9JljicZdy5SG6PJc-OKRg__original/img/ueCd0TwTPchWVHxNyqovMrTwXng=/0x0/filters:format(jpeg)/pic4550867.jpg",2019,Unknown,"Paul Mafayon","Richard Garfield","","Animals: Rabbits / Hares,Components: Miniatures,Digital Implementations: Board Game Arena,Game: Bunny Kingdom,Players: Expansions Changing Player Count,Theme: Anthropomorphic Animals","Animals,Expansion for Base-game,Medieval,Territory Building","Area Majority / Influence,Open Drafting",7.5,"Not Rated",2.9,3,40 - 60,14,12,2,5,2,5,"3,4,5","2,3,4,5","1",Unknown,"excali8ur",Expansion,
822,"Carcassonne","https://cf.geekdo-images.com/peUgu3A20LRmAXAMyDQfpQ__original/img/bP18m_PYjyFOv1IBGgMOteQUneA=/0x0/filters:format(jpeg)/pic8621446.jpg",2000,Unknown,"Marcel Gröber,Doris Matthäus,Anne Pätzke,Chris Quilliams,Franz-Georg Stämmele","Klaus-Jürgen Wrede","Family Game","Cities: Carcassonne (France),Components:  Meeples,Components: Map (Regional scale),Components: Wooden pieces & boards,Containers: Tin/Metal Box,Country: France,Digital Implementations: Apple App Store,Digital Implementations: Board Game Arena,Digital Implementations: BrettspielWelt,Digital Implementations: Google Play,Digital Implementations: Steam,Digital Implementations: VASSAL,Game: Carcassonne,Misc: BGG Hall of Fame,Misc: Dice Tower Hall of Fame,Misc: DIZED Tutorial,Misc: Watch It Played How To Videos,Occupation: Farmer,Players: Games with expansions that change player count,Region: Languedoc (France),Religious: Monks/Abbots & Monasteries/Abbeys","Medieval,Territory Building","Area Majority / Influence,Enclosure,Kill Steal,Map Addition,Pattern Building,Square Grid,Tile Placement",7.4,"Not Rated",1.9,1,30 - 45,7,8,2,6,2,5,"2,3","2,3,4,5","0",240,"excali8ur",Base Game,
35666,"Carcassonne: Cult, Siege & Creativity","https://cf.geekdo-images.com/__hRf93_nBnKHZd_o5qP2A__original/img/YvfRksEkHVs1207nblp5fTPQiVM=/0x0/filters:format(jpeg)/pic380914.jpg",2008,Unknown,"Doris Matthäus","Christwart Conrad,Jay Tummelson,Klaus-Jürgen Wrede","Strategy Game,Family Game","Game: Carcassonne,Series: Carcassonne Official Minor Expansions","City Building,Expansion for Base-game,Medieval","Area Majority / Influence,Tile Placement",6.8,"Not Rated",1.9,1,60,7,8,2,6,2,6,"2,3,4","2,3,4","0",Unknown,"excali8ur",Expansion,
15158,"Carcassonne: Dragon & Fairy","https://cf.geekdo-images.com/qqsCzGyFGZVGklj3q5jNkQ__original/img/2FQbC3UupAVOdYmD2Iq-XSE7grY=/0x0/filters:format(jpeg)/pic9210965.jpg",2005,Unknown,"Doris Matthäus,Anne Pätzke,Chris Quilliams,Klaus-Jürgen Wrede","Klaus-Jürgen Wrede","Strategy Game,Family Game","Components: Wooden pieces & boards,Creatures: Dragons,Creatures: Fairies / Elves / Pixies,Digital Implementations: Board Game Arena,Digital Implementations: BrettspielWelt,Game: Carcassonne,Series: Carcassonne Official Major Expansions","Expansion for Base-game,City Building,Fantasy,Medieval,Territory Building","Area Majority / Influence,Take That,Tile Placement",6.8,"Not Rated",2.0,1,60,13,8,2,6,2,6,"3,4","2,3,4,5,6","0",Unknown,"excali8ur",Expansion,
4390,"Carcassonne: Hunters and Gatherers","https://cf.geekdo-images.com/NSD4L9c-rY5OOlJYFlQ2Wg__original/img/pBCT2KKOuuSrj4OI5gybXzySnRo=/0x0/filters:format(png)/pic5647234.png",2002,Unknown,"Marcel Gröber,Anne Pätzke,Chris Quilliams,Johann Rüttinger","Klaus-Jürgen Wrede,Bernd Brunnhofer","Family Game","Animals: Mammoths,Animals: Prehistoric Non-Dinosaurs,Digital Implementations: Board Game Arena,Digital Implementations: BrettspielWelt,Digital Implementations: Tabletopia,Digital Implementations: VASSAL,Digital Implementations: Yucata,Game: Carcassonne,Misc: Watch It Played How To Videos,Theme: Nature","Prehistoric,Territory Building","Area Majority / Influence,Enclosure,Kill Steal,Map Addition,Pattern Building,Square Grid,Tile Placement",7.1,"Not Rated",1.9,1,35 - 40,8,8,2,5,2,5,"2,3","2,3,4,5","0",698,"excali8ur",Base Game,
12903,"Carcassonne: The Count of Carcassonne","https://cf.geekdo-images.com/Xa9aBDIZPLOS4qLiLOi76w__original/img/ReXcxkxNRmgVE18CE-XLqz_YHWY=/0x0/filters:format(jpeg)/pic137042.jpg",2004,Unknown,"Doris Matthäus","Klaus-Jürgen Wrede","Family Game","Game: Carcassonne","City Building,Expansion for Base-game,Medieval,Territory Building","Area Majority / Influence,Tile Placement",6.0,"Not Rated",2.0,1,60,8,8,2,6,2,6,"","3,4","0",Unknown,"excali8ur",Expansion,
16216,"Carcassonne: The Discovery","https://cf.geekdo-images.com/v33XDn-IOU1gRw4pJ5tflQ__original/img/m1UaK2ISzchgAfNM4mSb4UNqMVA=/0x0/filters:format(jpeg)/pic134384.jpg",2005,Unknown,"Stefano Mondini,Fabio Visintin","Leo Colovini,Klaus-Jürgen Wrede","Family Game","Digital Implementations: VASSAL,Game: Carcassonne","Exploration,Medieval,Territory Building","Area Majority / Influence,Tile Placement",6.5,"Not Rated",1.9,1,30 - 45,12,8,2,5,2,5,"3","2,3,4,5","1",3440,"excali8ur",Base Game,
2591,"Carcassonne: The River","https://cf.geekdo-images.com/qCiVmugRuY47bf9YFXlQ8A__original/img/xgYF8t4-_U8DJPv_DxPoM_Nstzg=/0x0/filters:format(jpeg)/pic193765.jpg",2001,Unknown,"Doris Matthäus","Rudolf Ross,Klaus-Jürgen Wrede","Family Game","Country: France,Digital Implementations: Board Game Arena,Game: Carcassonne,Theme: Rivers","Expansion for Base-game,Medieval,Territory Building","Area Majority / Influence,Enclosure,End Game Bonuses,Kill Steal,Map Addition,Modular Board,Pattern Building,Square Grid,Tile Placement,Variable Set-up",7.0,"Not Rated",1.7,1,30 - 45,8,8,2,6,2,5,"3","2,3,4,5","0",Unknown,"excali8ur",Expansion,
18836,"Carcassonne: The River II","https://cf.geekdo-images.com/_ackszLDlziy-B9RPW4jvw__original/img/zxVFjCeOkMSjN1WYelYqQCIufc0=/0x0/filters:format(jpeg)/pic105976.jpg",2005,Unknown,"Doris Matthäus","Rudolf Ross,Klaus-Jürgen Wrede","Family Game","Game: Carcassonne,Theme: Rivers","City Building,Expansion for Base-game,Medieval,Territory Building","Area Majority / Influence,Tile Placement",7.2,"Not Rated",1.7,1,60,8,8,2,6,2,6,"2,3","2,3,4,5","0",Unknown,"excali8ur",Expansion,
21385,"Carcassonne: Towers & Thieves","https://cf.geekdo-images.com/4yn-h8juUIMaY7WtYGx5ew__original/img/mPfQ_OG2k1x4GaSlJjXEZY-43Pk=/0x0/filters:format(jpeg)/pic9210966.jpg",2006,Unknown,"Doris Matthäus,Anne Pätzke,Chris Quilliams","Klaus-Jürgen Wrede","Strategy Game,Family Game","Game: Carcassonne,Series: Carcassonne Official Major Expansions","Expansion for Base-game,City Building,Medieval,Territory Building","Area Majority / Influence,Tile Placement",6.6,"Not Rated",2.2,1,60,8,8,2,6,2,6,"2,3","2,3,4,5","0",Unknown,"excali8ur",Expansion,
58798,"Cardcassonne","https://cf.geekdo-images.com/PGJdwoNNyG-JQy4pJSSspg__original/img/vnMpJI5sHW29bBxGc_kaH92-B3o=/0x0/filters:format(jpeg)/pic629745.jpg",2009,Unknown,"Claus Stephan","Karl-Heinz Schmiel,Klaus-Jürgen Wrede","Family Game","Admin: Better Description Needed!,Game: Carcassonne,Versions & Editions: Card Versions of Non-Card Games","Card Game,City Building,Medieval","Hand Management,Open Drafting,Set Collection",6.3,"Not Rated",1.7,1,30 - 45,8,8,2,5,2,5,"4","3,4,5","0",5109,"excali8ur",Base Game,
351937,"Carla Caramel","https://cf.geekdo-images.com/xqu4JwxRuLxL3yQAOXVpeA__original/img/YCc2gSIvYR5kUNN6RJgu2fJo8tw=/0x0/filters:format(jpeg)/pic6754887.jpg",2022,Unknown,"Apolline Etienne","Sara Zarian","Children's Game","Food & Drink: Ice Cream & Gelato,Theme: Food Trucks","Children's Game,Dice","Cooperative Game,Dice Rolling,Die Icon Resolution",6.3,"Not Rated",1.0,1,10 - 25,4,3,1,6,1,6,"1,2","1,2,3,4","5",16059,"excali8ur",Base Game,
263918,"Cartographers","https://cf.geekdo-images.com/GifbnAmsA4lfEcDkeaC9VA__original/img/YzJORdIDNza8kmrY6KEU_h2p2Wo=/0x0/filters:format(png)/pic4397932.png",2019,Unknown,"Luis Francisco,Lucas Ribeiro","Jordy Adan","Family Game","Components: Map (Continental / National scale),Components: Polyominoes,Digital Implementations: Apple App Store,Digital Implementations: Board Game Arena,Digital Implementations: Google Play,Digital Implementations: Steam,Digital Implementations: Tabletopia,Digital Implementations: Yucata,Game: Cartographers,Mechanism: Drawing,Mechanism: Flip-and-Write,Misc: DIZED Tutorial,Misc: LongPack Games,Misc: Made by Panda,Misc: Watch It Played How To Videos,Players: Games with Solitaire Rules,Setting: World of Ulos","Fantasy,Territory Building","Bingo,Enclosure,End Game Bonuses,Grid Coverage,Paper-and-Pencil,Pattern Building,Simultaneous Action Selection,Solo / Solitaire Game,Square Grid,Take That,Variable Set-up",7.5,"Not Rated",1.9,2,30 - 45,10,8,1,100,1,100,"3,4","1,2,3,4,5,6,7,8","14",185,"excali8ur",Base Game,
315767,"Cartographers Heroes","https://cf.geekdo-images.com/HIFpoE6wwuriOREJmqizPw__original/img/14Jiq17EwZ0bKZhyXD3LjcXbTCs=/0x0/filters:format(png)/pic5567490.png",2021,Unknown,"Davey Baker,Lucas Ribeiro","Jordy Adan,John Brieger","Strategy Game,Family Game","Components: Map (Continental / National scale),Components: Polyominoes,Crowdfunding: Kickstarter,Digital Implementations: Board Game Arena,Digital Implementations: Yucata,Game: Cartographers,Mechanism: Flip-and-Write,Players: Games with Solitaire Rules,Setting: World of Ulos","Fantasy,Territory Building","Bingo,End Game Bonuses,Grid Coverage,Line Drawing,Paper-and-Pencil,Simultaneous Action Selection,Solo / Solitaire Game,Square Grid,Take That,Variable Set-up",7.7,"Not Rated",2.0,2,30 - 45,10,10,1,100,1,100,"3,4","1,2,3,4,5,6,7,8,9,10","1",461,"excali8ur",Base Game,
319272,"Cartographers: Map Pack 1 – Nebblis: Plane of Flame","https://cf.geekdo-images.com/4KQ2sdpGQ2g2vih-rkJhVQ__original/img/VqRexsU445QtMBRzfmxwCq_WXjw=/0x0/filters:format(png)/pic5648477.png",2021,Unknown,"Lucas Ribeiro","Jordy Adan,John Brieger","","Components: Polyominoes,Crowdfunding: Kickstarter,Game: Cartographers,Setting: World of Ulos,Theme: Volcanoes","Expansion for Base-game,Fantasy,Territory Building","Bingo,Grid Coverage,Line Drawing,Paper-and-Pencil",8.0,"Not Rated",1.8,2,30 - 45,10,10,1,75,1,75,"3,4","1,3,4,5,6","0",Unknown,"excali8ur",Expansion,
319273,"Cartographers: Map Pack 2 – Affril: Plane of Knowledge","https://cf.geekdo-images.com/7b-bqQ4DCvhFgxLV34tA5g__original/img/Y1CCtkuAeFHcDiPEg9Nd3ovYQrw=/0x0/filters:format(png)/pic5648476.png",2021,Unknown,"Lucas Ribeiro","Jordy Adan,John Brieger","","Components: Polyominoes,Crowdfunding: Kickstarter,Game: Cartographers,Setting: World of Ulos","Expansion for Base-game,Fantasy,Territory Building","Bingo,Grid Coverage,Line Drawing,Paper-and-Pencil",7.8,"Not Rated",1.9,2,30 - 45,10,10,1,75,1,75,"3,4","2,3,4,5,6,7,8,9,10,11","0",Unknown,"excali8ur",Expansion,
319274,"Cartographers: Map Pack 3 – Undercity: Depths of Sabek","https://cf.geekdo-images.com/VBjrkPfOsRN9WM8ngio-ow__original/img/Ztn0-dEWNPk0lKfD56UfspIUEoQ=/0x0/filters:format(png)/pic5648475.png",2021,Unknown,"Lucas Ribeiro","Jordy Adan,John Brieger","","Components: Polyominoes,Crowdfunding: Kickstarter,Game: Cartographers,Setting: World of Ulos","Expansion for Base-game,Fantasy,Territory Building","Bingo,Grid Coverage,Line Drawing,Paper-and-Pencil",7.8,"Not Rated",1.8,Unknown,30 - 45,10,10,1,75,1,75,"","1,2,3","0",Unknown,"excali8ur",Expansion,
378074,"Castle Up","https://cf.geekdo-images.com/s1rLcuLIFiG3MtFSZJa05g__original/img/1W11DNx-BcX5-Qi_zdqpylwjfTs=/0x0/filters:format(png)/pic7275673.png",2025,Unknown,"Vitaliy Sandula","Marti Ganduxe,Oriol Ganduxe","","Crowdfunding: Kickstarter","Card Game,City Building,Medieval","Action Drafting,Deck Construction,Investment,Market",6.5,"Not Rated",2.5,3,60 - 90,12,12,2,4,2,4,"2","2,3,4","0",22747,"",Base Game,
13,"Catan","https://cf.geekdo-images.com/0XODRpReiZBFUffEcqT5-Q__original/img/oRc0AomWA9ZtFqQDZiZbIyKE1j0=/0x0/filters:format(png)/pic9156909.png",1995,Unknown,"Volkan Baga,Tanja Donner,Pete Fenlon,Jason Hawkins,Eric Hibbeler,Michaela Kienle,Andreas Klober,Harald Lieske,Michael Menzel,Marion Pott,Quentin Regnes,Andreas Resch,Matt Schwabel,Klaus Teuber,Franz Vohwinkel,Stephen Graham Walsh","Klaus Teuber","Strategy Game,Family Game","Animals: Sheep,Components: Hexagonal Tiles,Components: HexHex3 Grids,Components: Wooden pieces & boards,Digital Implementations: Apple App Store,Digital Implementations: Board Game Arena,Digital Implementations: BrettspielWelt,Digital Implementations: Screentop.gg,Digital Implementations: Steam,Game: Catan,Islands: Fictional,Misc: BGG Hall of Fame,Misc: Dice Tower Hall of Fame,Misc: Watch It Played How To Videos,Players: Games with expansions that change player count,Promotional: Board Games,Series: World's Smallest (Super Impulse),Theme: Colonial","Economic,Negotiation","Chaining,Dice Rolling,Hand Management,Hexagon Grid,Hidden Victory Points,Income,Market,Modular Board,Negotiation,Network and Route Building,Race,Random Production,Take That,Trading,Variable Set-up",7.1,"Not Rated",2.3,2,60 - 120,10,8,3,4,3,4,"4","3,4","0",624,"excali8ur",Base Game,
278,"Catan Card Game","https://cf.geekdo-images.com/CRCOv0p4FgZaze_3fGuhIA__original/img/OiugGzMENFVOzMTKBFZnEVOPzto=/0x0/filters:format(jpeg)/pic706443.jpg",1996,Unknown,"Tanja Donner,Pete Fenlon,Jason Hawkins,Michaela Kienle,Matt Schwabel,Klaus Teuber,Franz Vohwinkel,Stephen Graham Walsh","Klaus Teuber","Strategy Game","Digital Implementations: Apple App Store,Game: Catan,Game: Catan Card Game,Players: Two-Player Only Games,Series: Two-player games (Kosmos),Versions & Editions: Card Versions of Non-Card Games,Versions & Editions: Two-Player Versions of More-Player Games","Card Game,City Building,Territory Building","Dice Rolling,Hand Management,Map Addition,Open Drafting,Race,Random Production,Trading",6.7,"Not Rated",2.4,4,60 - 120,10,12,2,2,2,2,"2","2","0",1392,"excali8ur",Base Game,
27710,"Catan Dice Game","https://cf.geekdo-images.com/lNVa_4IQ3pBHuh5CRzSe-w__original/img/nDWd2-dY7D1ZoFPZhXvDqQs_BA8=/0x0/filters:format(jpeg)/pic3661032.jpg",2007,Unknown,"Volkan Baga,Tanja Donner,Eric Hibbeler,Michaela Kienle,Harald Lieske,Michael Menzel,Quentin Regnes,Klaus Teuber","Klaus Teuber","Family Game","Components: Dice with Icons,Game: Catan,Mechanism: Roll-and-Write,Misc: LongPack Games,Versions & Editions: Dice Versions of Non-Dice Games,Versions & Editions: Roll- or Flip-and-Write Versions of Non-Writing Games","Dice","Dice Rolling,Paper-and-Pencil,Set Collection,Solo / Solitaire Game",5.7,"Not Rated",1.2,1,15 - 30,7,8,1,4,1,4,"1,2","1,2,3","0",7959,"excali8ur",Base Game,
236304,"Cerebria: The Card Game","https://cf.geekdo-images.com/waFdeTE4ey5Z8OXSvFYVFg__original/img/GPngraFbD6NkuQywHv-d_kDY8FM=/0x0/filters:format(jpeg)/pic3761846.jpg",2018,Unknown,"Pedro A. Alberto,Villő Farkas,Jamie Sichel","István Pócsi,Frigyes Schőberl","","Crowdfunding: Kickstarter,Digital Implementations: Tabletopia,Game: Cerebria,Misc: Made by Panda,Theme: Psychology,Versions & Editions: Card Versions of Non-Card Games","Card Game,Fantasy","Hand Management,Open Drafting,Set Collection,Take That",6.4,"Not Rated",2.4,1,15 - 30,14,12,2,5,2,5,"3","2,3,4","3",7853,"excali8ur",Base Game,
267378,"Chakra","https://cf.geekdo-images.com/KJ7S0Cv32wJ0CdBHj7gwcg__original/img/vG6URdrXyXDswE7wlggu9lBTze8=/0x0/filters:format(jpeg)/pic4487174.jpg",2019,Unknown,"Claire Conan","Luka Krleža","Abstract Game,Family Game","Components: Gems/Crystals,Digital Implementations: Board Game Arena,Digital Implementations: Yucata,Misc: LongPack Games,Players: Games with Solitaire Rules,Religious: Hinduism","Abstract Strategy","Action Retrieval,Set Collection",6.9,"Not Rated",1.8,1,30,8,8,1,4,1,4,"2","2,3,4","4",2154,"excali8ur",Base Game,
312950,"Chakra: Yin Yang","https://cf.geekdo-images.com/04ZMx76Bs1FUdGIn9eHBAw__original/img/BfbwJM1kuxFjALNJcJyG7njDYdQ=/0x0/filters:format(jpeg)/pic5496977.jpg",2020,Unknown,"Claire Conan","Luka Krleža","","Components: Gems/Crystals,Digital Implementations: Board Game Arena","Abstract Strategy,Expansion for Base-game","Set Collection",7.6,"Not Rated",2.0,Unknown,30,8,8,2,4,2,4,"","2,3,4","0",Unknown,"",Expansion,
374134,"Chandigarh","https://cf.geekdo-images.com/GHMJDnPmqvL3o4fLkG3mIQ__original/img/gjnP14C728OMwcb_SHcCwsMaFxE=/0x0/filters:format(jpeg)/pic7794453.jpg",2024,Unknown,"Edu Valls","Toni López","","Country: India,Digital Implementations: Board Game Arena,Misc: LongPack Games,Theme: City","City Building","Pattern Building,Point to Point Movement",7.0,"Not Rated",2.4,1,45 - 60,10,10,2,4,2,4,"2,3","2,3,4","1",4921,"",Base Game,
228657,"Chaos Cove","https://cf.geekdo-images.com/tuh9DLYiNVEGdtLeAbAwHQ__original/img/oufktOIFfgTi5I5QPc3W1OwELgc=/0x0/filters:format(jpeg)/pic7718510.jpg",2024,Unknown,"Lina Cossette,David Forest,Joe Shawcross","Martin Wallace","","Crowdfunding: Gamefound,Digital Implementations: Tabletopia,Theme: Anthropomorphic Animals","Fantasy,Pirates","Chaining,Multi-Use Cards,Semi-Cooperative Game,Worker Placement",6.8,"Not Rated",2.3,Unknown,120,14,Unknown,2,4,2,4,"4","4","0",16651,"",Base Game,
355788,"Chemical Overload","https://cf.geekdo-images.com/8dUmSnrG6JXGoW98LzVzjg__original/img/sFugIn86ICPfZN1iBsg6gT48wDk=/0x0/filters:format(png)/pic7321719.png",2025,Unknown,"James Churchill,Viktoriya Fajardo,Maxim Khodyrev","Michael Crandall,Katie Crandall","","Crowdfunding: Kickstarter,Digital Implementations: Board Game Arena,Misc: LongPack Games,Theme: Alchemy","Card Game,Fantasy","Action Points,Deck, Bag, and Pool Building,Income,Multi-Use Cards,Open Drafting,Set Collection",6.8,"Not Rated",2.4,3,45 - 75,13,10,1,4,1,4,"2","2,3,4","0",8013,"",Base Game,
351466,"Chompin' Charlie","https://cf.geekdo-images.com/xNM4gcts9WoXYyyIYv2t_w__original/img/q2r6P-fGsnOzJGBPD6F5dso78Yk=/0x0/filters:format(png)/pic6518249.png",2021,Unknown,"","","","Animals: Squirrels / Chipmunks,Components: Dice with Icons","Action / Dexterity,Animals,Children's Game,Real-time","Real-Time",3.8,"Not Rated",1.0,Unknown,0,4,Unknown,2,4,2,4,"","","13",Unknown,"excali8ur",Base Game,
402676,"Cities","https://cf.geekdo-images.com/jJsq3gVshPzWL9MJnhmO_A__original/img/axK1CrNKWxZgxJHOApHbV9H0qy4=/0x0/filters:format(jpeg)/pic7977800.jpg",2024,Unknown,"Jorge Tabanera Redondo","Steve Finn,Phil Walker-Harding","Family Game","Cities: Barcelona (Spain),Cities: Buenos Aires (Argentina),Cities: Lisbon (Portugal),Cities: Mexico City (Mexico),Cities: New York (New York, USA),Cities: Rio de Janeiro (Brazil),Cities: Sydney (Australia),Cities: Venice (Veneto, Italy),Components: 3-Dimensional (3D),Digital Implementations: Board Game Arena,Digital Implementations: Tabletopia","Abstract Strategy,City Building","Closed Drafting,Contracts,Open Drafting,Pattern Building,Set Collection,Tile Placement,Turn Order: Claim Action,Variable Set-up,Worker Placement",7.3,"Not Rated",1.9,2,45,14,10,2,4,2,4,"4","2,3,4","1",967,"",Base Game,
309207,"City Builder: Ancient World","https://cf.geekdo-images.com/NZ4CQGlb8L_eg2cN7sfAKg__original/img/cjA1ZZXPIV4VEOcyXo8O7gI6mec=/0x0/filters:format(png)/pic5408106.png",2021,Unknown,"Andrew Dorland","Andrei Filip","Strategy Game","Crowdfunding: Kickstarter,Digital Implementations: Tabletopia","Ancient,City Building","Cooperative Game,End Game Bonuses,Solo / Solitaire Game,Tile Placement,Tug of War",6.8,"Not Rated",2.4,Unknown,30 - 60,8,8,1,4,1,4,"3","1,2,3,4","4",8020,"excali8ur",Base Game,
201808,"Clank!: A Deck-Building Adventure","https://cf.geekdo-images.com/DPjV1iI0ygo5Bl3XLNRiIg__original/img/cXqOdM3BLyIeRt0GP3M3V--gF1M=/0x0/filters:format(jpeg)/pic4449526.jpg",2016,Unknown,"Rayph Beisner,Raul Ramos,Nate Storm","Paul Dennen","Strategy Game,Family Game","Category: Dungeon Crawler,Creatures: Dragons,Creatures: Goblins,Creatures: Monsters,Digital Implementations: Dire Wolf Game Room,Digital Implementations: Google Play,Digital Implementations: Steam,Game: Clank!,Misc: Mensa Select,Misc: Watch It Played How To Videos,Players: Games with expansions that add solo play,Players: Games with expansions that change player count","Adventure,Fantasy","Action Points,Deck, Bag, and Pool Building,Delayed Purchase,End Game Bonuses,Events,Movement Points,Open Drafting,Player Elimination,Point to Point Movement,Push Your Luck,Take That,Variable Set-up,Victory Points as a Resource",7.8,"Not Rated",2.2,3,30 - 60,12,8,2,4,2,4,"3,4","2,3,4","4",103,"excali8ur",Base Game,
445785,"Club of Cthulhu","https://cf.geekdo-images.com/N6G_moXfngy00i4fDKWgqQ__original/img/erF2El8z7SNLsjUMJcNdpEYBxTY=/0x0/filters:format(png)/pic8885727.png",2025,Unknown,"Keching Chang","Shi Chen","","Theme: Cthulhu Mythos","Card Game,Fantasy,Horror,Humor,Mythology","Hand Management,Push Your Luck,Set Collection,Take That",8.3,"Not Rated",1.8,2,15 - 30,15,10,2,4,2,4,"","3,4","0",19992,"",Base Game,
2792,"Coco Crazy","https://cf.geekdo-images.com/7OLL3yBW05SPwk6BLJI-Sw__original/img/LgB8L8o2jC6_ptkm2rlHZWUgC4g=/0x0/filters:format(jpeg)/pic7017238.jpg",1992,Unknown,"Tom Espen,Bernhard Förth,IDL,Chris Mitchell (I),Michel Verdu","Hajo Bücken","Children's Game","Animals: Apes / Monkeys,Series: Unser Lieblingsspiel (Georg Appl / Espenlaub)","Animals,Children's Game,Memory,Party Game","Set Collection",5.4,"Not Rated",1.1,1,20,7,6,2,8,2,8,"","3,4,5,6","0",29213,"excali8ur",Base Game,
377061,"Coffee Rush","https://cf.geekdo-images.com/LdK5ItPPwIHKUITxh3vqxA__original/img/gKSzzvUhpCYH1PjIzSYo9ffxSoM=/0x0/filters:format(jpeg)/pic7275386.jpg",2023,Unknown,"Siwon Hwang","Euijin Han","Family Game","Digital Implementations: Board Game Arena,Food & Drink: Coffee,Food & Drink: Tea,Game: Coffee Rush,Misc: LongPack Games,Theme: Restaurant/Café","Economic","Contracts,Grid Movement,Simulation",7.1,"Not Rated",1.8,1,30,8,8,2,4,2,4,"3","2,3,4","1",1226,"",Base Game,
343899,"Coral","https://cf.geekdo-images.com/VkHdaM9ki7mU4m6_SYbyAQ__original/img/Q-vT7jPjfZB9nzGS020FKBglTGA=/0x0/filters:format(png)/pic6590748.png",2022,Unknown,"Tatiana Boyko","Tangi Tabuteau","Abstract Game","Animals: Coral / Jellyfish / Anemones,Category: Combinatorial,Components: 3-Dimensional (3D),Players: Games with expansions that change player count,Theme: Nature,Theme: Sealife, Seas, and Oceans","Abstract Strategy,Animals,Environmental,Territory Building","End Game Bonuses,Grid Coverage,Grid Movement,Map Addition,Solo / Solitaire Game,Stacking and Balancing,Three Dimensional Movement",6.5,"Not Rated",1.4,1,10 - 20,8,8,1,4,1,4,"","1,2,3,4","2",5971,"excali8ur",Base Game,
321753,"Count 'em Up","https://cf.geekdo-images.com/-Ln6fXXkRk-CVboK2sgXOg__original/img/-TsKwhxTJ_EIhc2oh_wggw7UKlg=/0x0/filters:format(jpeg)/pic5712119.jpg",2020,Unknown,"Susanne Schiefelbein","Markus Nikisch,Imke Storch","","Misc: LongPack Games,Series: My Very First Games (HABA)","Animals,Children's Game","Rondel",6.6,"Not Rated",0.0,Unknown,10 - 20,2,2,2,4,2,4,"","2,3,4","1",Unknown,"excali8ur",Base Game,
429863,"Covenant","https://cf.geekdo-images.com/4XkIFGbIAXtA-pDb6nlvsg__original/img/poJ-o9gvMirUyEz7PjrwLH7w6PU=/0x0/filters:format(jpeg)/pic8968542.jpg",2025,Unknown,"Enrique Fernández Peláez","Germán P. Millán","Strategy Game","Components: Dice with Icons,Creatures: Dwarves & Gnomes,Digital Implementations: Tabletopia","Adventure,Fantasy","Action Points,Set Collection,Solo / Solitaire Game,Worker Placement,Zone of Control",7.7,"Not Rated",3.7,1,100,14,14,1,4,1,4,"2,3","1,2,3","2",1529,"excali8ur",Base Game,
447683,"Crispy Critters","https://cf.geekdo-images.com/Kq38yhyWVU-S4bG_nAM1ew__original/img/VefwyjGU3jqvgycSzxxZ6MeMli0=/0x0/filters:format(jpeg)/pic8920162.jpg",2026,Unknown,"Matthis Schroeder","Matt Ding","","Admin: Upcoming Releases,Creatures: Dragons","Animals,Card Game,Fantasy","Hidden Victory Points,Move Through Deck,Push Your Luck,Take That",0.0,"Not Rated",1.0,Unknown,15 - 25,7,6,2,4,2,4,"2,3,4","2,3,4","0",Unknown,"",Base Game,
245476,"CuBirds","https://cf.geekdo-images.com/FDBUwGFBkniyl8q4Alvq8A__original/img/PQee1I5tS1r2TjNXMj7XR6uCsxE=/0x0/filters:format(jpeg)/pic7491534.jpg",2018,Unknown,"Kristiaan der Nederlanden","Stefan Alexander","Family Game","Animals: Birds,Card Games: Fishing,Digital Implementations: Board Game Arena,Digital Implementations: Tabletopia,Digital Implementations: Yucata,Mechanism: Card Line,Organizations: Forgenext","Animals,Card Game","Hand Management,Set Collection",6.9,"Not Rated",1.3,1,20,8,8,2,5,2,5,"3","2,3,4,5","12",1183,"excali8ur",Base Game,
298069,"Cubitos","https://cf.geekdo-images.com/_WY_JrQQRrSUlVof11hMpQ__original/img/x5IICp6q86ozlyzJjTcoNkMELnI=/0x0/filters:format(png)/pic5226311.png",2021,Unknown,"Banu Andaru,Felicia Cano,Jacqui Davis,Kali Fitzgerald,Ryan Iler","John D. Clair","Family Game","Components: Dice with Icons,Components: Meeples (Animal) / Animeeples,Players: Games with expansions that change player count","Dice,Racing","Catch the Leader,Deck, Bag, and Pool Building,Delayed Purchase,Dice Rolling,Grid Movement,Market,Movement Points,Push Your Luck,Race,Re-rolling and Locking,Variable Set-up",7.4,"Not Rated",2.2,3,30 - 60,10,8,2,4,2,4,"3,4","2,3,4","5",519,"excali8ur",Base Game,
